initial_account,next_account,step,amount,newbalanceorig
C76954571,C1263626792,564,55828.87,0.00
C37709485,C1707593251,564,1650856.19,0.00
C432264411,C536142403,564,3968964.40,0.00
C126871882,C1351249861,565,325668.67,0.00
C1666463785,C1703328404,565,757401.17,0.00
C527712265,C1783916245,565,112958.85,0.00
C1929279421,C921819400,565,364715.24,0.00
C208504686,C242203557,565,1167816.02,0.00
C45849369,C538038319,565,254947.37,0.00
C1229686156,C1752604611,566,2202575.10,0.00
C1025024603,C127507579,566,1828.60,0.00
C906878138,C1727290928,566,92641.52,0.00
C905679615,C572787442,567,175203.45,0.00
C1014449898,C1843501227,567,122816.67,0.00
C400595138,C1773342001,567,1893451.73,0.00
C951711545,C1106131207,567,3596.83,0.00
C1811081989,C2017746701,567,1839972.36,0.00
C22695246,C750661088,568,7365106.76,0.00
C1716123140,C1857609531,568,112988.36,0.00
C1726916988,C1871680128,568,2747.85,0.00
C574884951,C174185198,568,30790.13,0.00
C1129139063,C1828742646,568,66188.66,0.00
C1706066378,C1293124691,568,2895954.99,0.00
C949980051,C1466673689,568,32521.24,0.00
C1081559148,C1173891780,569,577301.73,0.00
C1275321415,C1417015196,569,51416.07,0.00
C639357129,C179997962,569,2561698.04,0.00
C862057815,C1962362775,569,22117.99,0.00
C44492718,C2136380114,569,103053.50,0.00
C1117819828,C675389244,569,15093.69,0.00
C1445328479,C1305022941,569,176626.77,0.00
C414924099,C1028145204,570,1021194.38,0.00
C382312588,C114627668,570,2925859.58,0.00
C125027888,C200984272,570,9274.56,0.00
C940426725,C2024297782,570,3712.11,0.00
C2117251684,C1002454874,570,1131750.38,0.00
C2141717111,C765286683,571,272637.22,0.00
C1222331901,C1807976680,571,972723.96,0.00
C1587077521,C1055395176,571,1889351.63,0.00
C1824832206,C1489226533,571,1065787.82,0.00
C1077004516,C1973933837,571,406864.17,0.00
C1308715820,C997543700,572,151715.39,0.00
C510551701,C1180976855,572,2000718.20,0.00
C149758209,C519616178,572,82504.16,0.00
C2022356819,C1437688339,572,1351104.53,0.00
C710869590,C493995477,572,210952.24,0.00
C2072964053,C1016759454,572,1068952.42,0.00
C1013385845,C1547908337,572,262960.23,0.00
C2031273483,C747315948,572,340665.18,0.00
C1412560680,C2103355598,572,161016.65,0.00
C772620167,C1673264312,573,1298609.73,0.00
C2120513600,C975127788,573,457789.14,0.00
C273035023,C1377929083,573,182927.08,0.00
C653094177,C1710300918,573,438139.79,0.00
C1649037642,C1806065948,574,58863.89,0.00
C418875558,C577502791,574,56125.55,0.00
C872785069,C2067948985,575,1489916.19,0.00
C1416504938,C1838587779,575,130479.52,0.00
C1430180670,C273255421,575,193545.61,0.00
C695418375,C1804523786,575,367263.47,0.00
C1468373827,C77616403,576,25040.78,0.00
C1343655030,C1411383152,576,511389.50,0.00
C1937124705,C1452792493,576,884821.37,0.00
C1670593881,C782761393,576,1322277.84,0.00
C978784308,C1196475632,576,28284.88,0.00
C309402853,C679039485,576,451399.66,0.00
C2092303293,C2311049,576,818639.22,0.00
C1600390479,C909892782,577,681525.62,0.00
C1677850525,C607738036,577,141730.20,0.00
C639529489,C1549495686,577,1396824.94,0.00
C379022466,C1223894198,577,113687.00,0.00
C578629553,C249184120,577,763170.76,0.00
C2139851324,C1773055339,577,727792.98,0.00
C398973610,C1419555033,578,978103.40,0.00
C1782791756,C2094676196,578,60633.76,0.00
C740943100,C1093087411,578,4961014.03,0.00
C1501869620,C1000367306,578,190815.79,0.00
C1864986190,C1994735820,578,68755.57,0.00
C305484258,C1150916602,578,152372.18,0.00
C699869751,C1904435627,578,736677.36,0.00
C171913959,C610195484,578,118106.94,0.00
C1756348910,C1746536582,578,6274752.67,0.00
C2030633531,C1537336209,578,195562.98,0.00
C162812306,C2127407367,579,3085336.66,0.00
C1274544865,C1571596943,579,150157.60,0.00
C1055490123,C1000836187,579,1632500.22,0.00
C1312636878,C1253283859,579,32372.82,0.00
C2059792501,C882172287,579,1540624.70,0.00
C1458012832,C1315489161,579,254564.81,0.00
C561189362,C1608195896,580,835770.84,0.00
C261904702,C152930989,580,105861.07,0.00
C937056998,C48363551,580,282500.69,0.00
C542286899,C1537390237,580,2925111.67,0.00
C579184994,C855476478,580,628697.26,0.00
C27960358,C1910414505,581,121142.75,0.00
C1691713014,C71357990,581,155002.83,0.00
C239145615,C1124752775,581,414153.16,0.00
C1070533651,C1336603610,581,801763.51,0.00
C2033083147,C320568622,581,2562459.56,0.00
C646587946,C1426895610,582,781988.85,0.00
C1833008968,C757160228,582,305710.24,0.00
C879600285,C1125433623,582,181543.89,0.00
C2033700175,C655923955,582,6106149.52,0.00
C1874090524,C152963065,582,1158373.23,0.00
C2113990819,C529741331,582,1270565.77,0.00
C641053431,C909074083,582,1070031.60,0.00
C1611252661,C1335840122,582,47662.13,0.00
C1517430908,C268696158,583,333390.18,0.00
C1642524943,C715170172,583,459378.91,0.00
C108276530,C28074896,583,1764389.11,0.00
C469202951,C1107076598,583,1583.28,0.00
C126999863,C1842013922,583,135100.36,0.00
C382272679,C1390800148,583,759701.03,0.00
C1696909244,C1197995653,583,2149658.47,0.00
C2116343175,C532704190,583,615398.61,0.00
C2094444528,C1305219704,584,1016081.00,0.00
C86523774,C262188325,584,777448.03,0.00
C956307325,C59005653,584,645135.60,0.00
C771874815,C339883956,584,597806.20,0.00
C1448634544,C2054992748,585,8286342.51,0.00
C938594796,C403817977,585,470325.08,0.00
C1847025661,C17300850,585,1298920.78,0.00
C1979114980,C617558864,586,10000000.00,20353874.22
C1936484732,C1554273675,586,10000000.00,10353874.22
C1198427314,C532935388,586,10000000.00,353874.22
C1684585475,C1770418982,586,353874.22,353874.22
C1168747121,C1191561711,586,2581549.92,0.00
C1191013532,C1362497299,586,245991.50,0.00
C1794826326,C1839188526,587,1249721.72,0.00
C1119643786,C665763176,587,985127.95,0.00
C684914427,C1298141757,587,288263.38,0.00
C875659264,C656468700,588,1064425.70,0.00
C1978188091,C2119788875,588,187128.57,0.00
C380770269,C1627516531,588,13421.28,0.00
C269855064,C501496280,588,16619.95,0.00
C403920383,C1295775030,588,2709729.22,0.00
C158107146,C1790666216,588,98533.36,0.00
C1886638002,C1463059091,589,164296.85,0.00
C2137896854,C857500368,590,498183.25,0.00
C99777022,C1293054984,590,802483.88,0.00
C1884000068,C251292280,590,2117503.53,0.00
C916884733,C829501774,590,179725.06,0.00
C355787543,C2072616549,591,4863106.47,0.00
C1366387168,C82363248,591,906270.63,0.00
C328975820,C1645485854,591,111764.70,0.00
C1387397359,C1005726924,591,221107.56,0.00
C1751567663,C129769872,591,609239.75,0.00
C432403364,C1905990879,591,1777758.65,0.00
C2050469537,C2018291358,592,458361.83,0.00
C137478420,C100691765,592,369306.87,0.00
C902859339,C1563520398,592,1170213.18,0.00
C1142182296,C864699609,592,1798215.73,0.00
C1567802675,C537034924,592,157272.13,0.00
C1010536295,C468476477,593,272776.59,0.00
C934206138,C1481637104,593,125146.75,0.00
C1472409848,C1834867853,594,335071.50,0.00
C866814625,C1236893670,594,1592602.27,0.00
C1292366795,C1609670189,594,389250.90,0.00
C1194128731,C525809743,594,217357.58,0.00
C1795352454,C1651836759,594,28936.11,0.00
C568168780,C745946273,595,236914.77,0.00
C1393741272,C858651729,595,553124.56,0.00
C445829500,C808764637,595,2209035.37,0.00
C1676610572,C1173805843,595,816452.19,0.00
C1990249992,C410556619,595,335094.53,0.00
C1422736429,C420728464,595,76732.89,0.00
C1025875217,C918049082,596,434401.50,0.00
C959692250,C665462756,596,196385.55,0.00
C569564677,C1231868978,596,381247.30,0.00
C1892500400,C517910337,596,204721.27,0.00
C865385437,C1194230727,597,1015051.70,0.00
C1447448314,C435023373,597,517183.38,0.00
C16417256,C1246176741,597,88099.88,0.00
C755916898,C1252624970,598,453699.35,0.00
C94269091,C2096924215,598,5566368.02,0.00
C1380882097,C234169662,599,697652.19,0.00
C111480828,C1848921625,599,1074.81,0.00
C557227834,C1797206393,599,306675.37,0.00
C1093183182,C112266797,600,3455440.17,0.00
C191516415,C278468625,600,612229.86,0.00
C267476912,C428290761,600,49434.25,0.00
C276670943,C653396783,600,2095699.93,0.00
C278936084,C1115591594,600,1158070.88,0.00
C733742491,C1126082523,600,983417.49,0.00
C551820728,C2069632802,600,7363709.23,0.00
C415858765,C1485040019,600,540154.62,0.00
C114531117,C267782135,600,1649039.58,0.00
C1903805843,C2028972302,601,414973.48,0.00
C276457586,C871887337,601,93253.25,0.00
C1474454143,C2096107271,601,1054244.29,0.00
C865504538,C682036673,601,74854.93,0.00
C1586252817,C423322656,601,98099.07,0.00
C1329135302,C14438406,602,1976666.45,0.00
C589532361,C2042839452,602,274125.77,0.00
C1693098811,C1196187420,602,232185.56,0.00
C527145234,C303076849,602,366014.33,0.00
C670652368,C526059376,603,1263340.66,0.00
C1279323433,C1913190788,603,1778520.70,0.00
C1777586207,C1509442679,603,39247.74,0.00
C797588864,C510193996,603,2319926.01,0.00
C371063342,C1426227397,603,4099382.36,0.00
C1226871955,C1363273657,603,158879.10,0.00
C454938739,C482986731,604,714218.48,0.00
C2144116571,C570246252,604,277582.53,0.00
C801580496,C1917884973,604,4672401.04,0.00
C819849169,C213809105,604,203848.61,0.00
C1045305148,C673712025,605,247877.03,0.00
C403559722,C999708230,605,1555182.41,0.00
C1789325014,C1793547874,605,222213.27,0.00
C1837848776,C119259664,605,251118.04,0.00
C1792208222,C809515393,605,147230.63,0.00
C1419487252,C1594325681,605,504532.72,0.00
C1709469664,C1444170043,605,269692.53,0.00
C11988213,C952860691,605,2011285.35,0.00
C1343326051,C1550636645,606,3973479.44,0.00
C1330451334,C1763711623,606,2582642.18,0.00
C1720399024,C48932770,606,455788.55,0.00
C1367270224,C1706801590,606,57588.67,0.00
C1061552474,C617492387,606,1026684.46,0.00
C2128461532,C792804461,606,6575903.12,0.00
C98844007,C1849389849,606,228803.98,0.00
C871433982,C7350276,607,265680.73,0.00
C549929382,C897010793,607,243348.28,0.00
C1889751415,C1655398202,607,56888.23,0.00
C212063008,C1363250093,607,135428.39,0.00
C1413288238,C1384608658,608,388171.95,0.00
C1047942249,C2050212137,608,27985.73,0.00
C2132462996,C468074010,608,353094.90,0.00
C941946048,C34938557,608,4716307.48,0.00
C1043256763,C1819996738,608,136331.05,0.00
C1926590870,C454462706,608,10000000.00,780687.45
C1149916025,C757331107,608,780687.45,0.00
C190615987,C1904194298,608,277048.48,0.00
C1783698648,C1902434335,609,112363.33,0.00
C1931126401,C579423409,609,228706.19,0.00
C656681397,C1487339522,609,564263.94,0.00
C479649158,C1258331741,609,76133.19,0.00
C875380581,C2141157779,610,493538.80,0.00
C1624078570,C1413803153,610,633459.44,0.00
C1626028230,C581480789,610,528149.74,0.00
C915330664,C1672862058,610,33964.87,0.00
C1136893398,C850364228,610,646676.42,0.00
C2016166822,C1961561601,610,298754.96,0.00
C2139042212,C707243062,611,49965.92,0.00
C710694637,C1394516732,611,40873.25,0.00
C1259697063,C1822887102,611,904338.88,0.00
C542772115,C1024515079,611,582725.12,0.00
C1049687775,C1071460933,611,59649.33,0.00
C1778688025,C343288009,611,1418168.85,0.00
C1275808280,C668503841,611,451663.55,0.00
C1019916893,C1183977547,612,125216.91,0.00
C1686587981,C833710849,612,1023189.90,0.00
C1259321993,C663298413,612,2082884.49,0.00
C770927537,C1726957418,612,49423.31,0.00
C944480548,C3631299,612,11155.45,0.00
C2061792169,C966741210,612,346183.99,0.00
C1700849439,C1474364019,613,1425062.97,0.00
C1356928798,C1467512212,613,980310.00,0.00
C1660576685,C521066417,613,393699.17,0.00
C1201464537,C1785940596,613,170486.70,0.00
C1387416875,C1999528314,613,1892137.66,0.00
C240430551,C541074037,613,1005365.24,0.00
C1429181782,C1486162037,613,2155569.91,0.00
C1467642521,C147964877,613,51589.87,0.00
C1234242622,C1163640582,613,327791.14,0.00
C1114344856,C942119622,613,86002.09,0.00
C1528703111,C2133834018,614,309061.50,0.00
C1131884196,C97856418,614,2739248.30,0.00
C1177326295,C1796978414,614,424700.99,0.00
C1088953639,C290813030,614,1760546.42,0.00
C1509490957,C1619575537,614,797235.09,0.00
C359671277,C1265391231,614,4212682.84,0.00
C33936647,C1795712220,614,125464.46,0.00
C745740843,C2110645655,614,281087.01,0.00
C1685726737,C22993151,615,368973.39,0.00
C1914910500,C933913853,615,75113.49,0.00
C956959892,C582952352,615,56510.50,0.00
C1634206825,C977366743,615,8931550.69,0.00
C1846352477,C729066326,616,89846.18,0.00
C1568587963,C362987320,616,7240965.96,0.00
C782995006,C1783458447,616,1265656.44,0.00
C794290057,C262998076,617,10000000.00,32542664.27
C1255348086,C103172881,617,10000000.00,22542664.27
C1930318116,C1923492040,617,10000000.00,12542664.27
C1612182760,C455244250,617,10000000.00,2542664.27
C786455622,C661958277,617,2542664.27,2542664.27
C1846853736,C1061343039,617,621034.85,0.00
C45646600,C1927425831,617,1013208.77,0.00
C749892305,C1587152098,617,1398166.84,0.00
C1080532676,C707184828,618,34473.07,0.00
C1155778843,C636633653,618,153870.09,0.00
C1911994336,C1235106640,618,114483.78,0.00
C1643935128,C1841390458,618,1743864.10,0.00
C1051179941,C1445144451,619,293470.64,0.00
C1743279167,C538795916,619,347893.16,0.00
C235649723,C935439037,619,1289142.33,0.00
C1100776599,C385080311,619,595854.20,0.00
C857807998,C1174958725,619,418971.00,0.00
C532100013,C586068817,619,2341474.44,0.00
C411013894,C1546732203,619,945131.71,0.00
C668078462,C1570004468,620,295205.08,0.00
C990246517,C1747344158,620,161272.92,0.00
C1963047520,C566620514,620,260408.90,0.00
C1666828573,C886178722,620,18405.16,0.00
C1707939649,C613081962,621,348751.45,0.00
C1508375494,C1926498951,621,6961359.11,0.00
C75122895,C1874408253,621,425861.93,0.00
C1129518026,C1288050386,621,2060748.45,0.00
C1645503164,C220661112,621,1077146.94,0.00
C541955381,C212885805,621,3582885.46,0.00
C817672066,C657457029,621,3054359.40,0.00
C1986822150,C432052755,621,6038051.03,0.00
C680679578,C1772715697,621,662104.87,0.00
C1893589234,C907656239,622,668273.94,0.00
C1102869992,C436543926,622,165547.54,0.00
C1136541649,C667841585,623,58050.78,0.00
C499091192,C871329563,623,67128.33,0.00
C801116845,C177042308,623,296156.97,0.00
C1874951604,C72573471,624,10000000.00,2626957.79
C723019595,C296287576,624,2626957.79,0.00
C301833514,C1887464213,624,69912.57,0.00
C113775713,C405489983,624,24366.07,0.00
C626900726,C556594745,624,932304.24,0.00
C1056784519,C489344681,625,6870369.62,0.00
C1189052930,C1217650717,625,2480321.85,0.00
C286057800,C1593401972,625,2654302.46,0.00
C1179529142,C2073831661,625,10000000.00,3020974.53
C2115080301,C834247001,625,3020974.53,0.00
C1860471678,C949934281,625,259103.16,0.00
C475096619,C1365777468,625,58924.16,0.00
C251649722,C1591313088,625,20278.62,0.00
C2136238029,C1843224503,625,249749.05,0.00
C1509481580,C455153716,625,367631.15,0.00
C1802530107,C84195630,625,1040303.44,0.00
C991826252,C2045424554,625,2571605.04,0.00
C1190793859,C31746489,626,55740.39,0.00
C2086578644,C811242646,626,44577.32,0.00
C419450286,C1968828091,626,32382.31,0.00
C943173894,C771063877,627,953529.64,0.00
C484256849,C1955850901,627,2756011.78,0.00
C334746460,C603653180,628,99165.12,0.00
C1182722918,C820606859,628,385207.12,0.00
C1239512802,C1688563256,628,709950.57,0.00
C2072377567,C816064707,629,8488865.83,0.00
C731677275,C1959262781,629,114253.58,0.00
C203112109,C1034010238,629,892213.56,0.00
C640732216,C14104285,629,1650.08,0.00
C329603302,C1896146009,629,7922.98,0.00
C1105988166,C217954795,629,93884.26,0.00
C1230919219,C419372717,629,19527.35,0.00
C1661851556,C1014616442,629,547672.20,0.00
C43243271,C1042226944,629,2433009.28,0.00
C1597001558,C1628780736,629,1051018.15,0.00
C586820687,C925691503,630,728256.03,0.00
C1843342943,C1534517303,630,17484.29,0.00
C492478003,C29466655,631,696575.46,0.00
C1952829902,C1360897728,631,341.30,0.00
C1856399120,C2129842228,631,2391612.36,0.00
C606108347,C357620620,631,952234.12,0.00
C2018514833,C784234900,631,10000000.00,3120690.98
C681359586,C536531552,631,3120690.98,0.00
C1962729026,C1853051693,632,480404.03,0.00
C174237554,C974759486,632,52541.42,0.00
C1538572034,C2019715796,632,407347.84,0.00
C2014216295,C2066467731,632,82209.71,0.00
C1749493036,C1609209169,633,75480.15,0.00
C1152970909,C648717098,633,4128853.75,0.00
C2129660302,C770221962,633,405400.26,0.00
C2008189700,C1820507846,633,125107.12,0.00
C386742886,C758149808,634,114864.37,0.00
C1763793632,C1611752752,634,26153.82,0.00
C2040450460,C1735529317,634,215299.28,0.00
C183711980,C987041812,634,9168747.51,0.00
C1922018955,C1621235594,634,458603.07,0.00
C1020800306,C2090609585,635,1387048.31,0.00
C1564763592,C516990655,635,568918.32,0.00
C1797123067,C1963008787,635,580010.03,0.00
C1873557326,C1002151702,635,1363674.48,0.00
C1982875567,C458044692,635,438394.67,0.00
C1401151925,C690360356,635,13128.49,0.00
C1687063682,C451391923,635,182739.36,0.00
C672095034,C1541306928,635,344673.46,0.00
C357561283,C1197582921,636,1455839.54,0.00
C1326188637,C1097922403,636,729078.34,0.00
C136634417,C209740901,636,89657.36,0.00
C440042528,C1075308511,636,654250.76,0.00
C1817714534,C1843295387,636,222517.07,0.00
C1225529288,C1204122756,636,146095.73,0.00
C1367937262,C407576849,637,58521.53,0.00
C2075459960,C515022418,637,447474.67,0.00
C1685971043,C1679848510,637,48605.54,0.00
C1198680659,C2025541637,637,246280.14,0.00
C196788126,C1000407130,637,3845765.36,0.00
C1311270979,C1050312634,637,107246.03,0.00
C1604322396,C1515434916,638,345116.00,0.00
C1081458588,C633958769,638,134293.12,0.00
C1474481275,C955662088,638,7788725.20,0.00
C485713115,C1786870760,638,1559540.62,0.00
C682034633,C650703118,638,249017.98,0.00
C918684226,C1674571647,638,5101855.95,0.00
C856398760,C776566815,638,43996.54,0.00
C541466200,C1815388266,639,45890.12,0.00
C246515037,C1455585247,639,349627.64,0.00
C1372327870,C608537873,639,711932.67,0.00
C264677298,C1391038998,639,208253.11,0.00
C187250365,C1147976411,639,246250.77,0.00
C1187062508,C477677741,639,49199.20,0.00
C1966738869,C248194392,639,305846.12,0.00
C1054999314,C2115677481,640,87698.36,0.00
C1731441733,C1865669810,640,1732090.28,0.00
C372542470,C1271215958,640,144254.93,0.00
C1236485428,C1412551637,640,49871.73,0.00
C1365004104,C724484152,640,46973.96,0.00
C92605772,C296814369,640,40867.66,0.00
C723906274,C1934229125,640,1266752.60,0.00
C764985389,C1105589576,641,2938833.22,0.00
C25477587,C234682668,641,2205.55,0.00
C615237336,C418577182,641,115599.26,0.00
C18505575,C140141487,641,2666139.51,0.00
C948701373,C1700955983,641,19646.09,0.00
C858235429,C1542396636,642,330665.02,0.00
C139028296,C1429403173,642,20281.44,0.00
C1547797101,C1070729572,642,32660.58,0.00
C680982592,C1213851559,642,450060.37,0.00
C1658683875,C137816170,643,3092085.39,0.00
C876539224,C1530583472,643,1707.40,0.00
C964511313,C2000898325,643,352179.76,0.00
C215087680,C2112991793,643,161147.38,0.00
C1619881995,C293156526,643,40651.96,0.00
C409367795,C1969995735,643,44482.33,0.00
C796012531,C848830970,643,4222595.06,0.00
C1174372985,C770656459,644,70669.49,0.00
C1886391505,C137422698,644,228751.77,0.00
C2054490083,C469157358,644,513610.51,0.00
C594373709,C2071706455,644,4438931.81,0.00
C461413843,C1733340039,644,628033.58,0.00
C1925284457,C2048290400,645,214760.72,0.00
C799225890,C478771313,645,10000000.00,1576874.04
C1859428383,C1424577358,645,1576874.04,0.00
C193546785,C214988457,645,326250.51,0.00
C367940440,C166648181,645,21990.52,0.00
C695109550,C21214474,646,568292.72,0.00
C1047530413,C665289555,646,43071.62,0.00
C382584608,C1129582294,646,10000000.00,6468916.64
C192639055,C63453823,646,6468916.64,0.00
C590657619,C1971187430,646,10000000.00,40399045.08
C130070267,C970791522,646,10000000.00,30399045.08
C512841143,C832210168,646,10000000.00,20399045.08
C24775045,C494244936,646,10000000.00,10399045.08
C19004745,C1806199534,646,10000000.00,10399045.08
C724693370,C1909486199,646,399045.08,10399045.08
C1809717536,C2035598878,647,61846.05,0.00
C1995588993,C1782972951,647,964876.58,0.00
C142345179,C1700658534,647,1517771.48,0.00
C1918619369,C1942317737,647,2253811.33,0.00
C164529897,C1837582167,647,64202.85,0.00
C313989858,C969680632,648,468638.03,0.00
C174708557,C1964948476,648,774868.10,0.00
C1889568678,C1906681343,648,1086227.44,0.00
C728363232,C2023858069,648,27584.17,0.00
C1389887414,C452478400,648,398045.73,0.00
C766999247,C1200809974,648,17733.57,0.00
C278258075,C28830193,648,1005346.72,0.00
C1014484059,C1745685493,649,150205.64,0.00
C1351652548,C1346465513,649,177429.18,0.00
C333851574,C1907611858,649,963966.56,0.00
C1185407067,C1105743477,649,30674.98,0.00
C881360677,C41986446,649,733119.42,0.00
C1190439284,C916277817,650,4480592.14,0.00
C1545632149,C1733725096,650,71666.93,0.00
C293694231,C1212401014,650,916886.30,0.00
C435003043,C1552080163,650,692654.27,0.00
C536221830,C659146767,650,18982.32,0.00
C1504697378,C1780665537,650,1264551.38,0.00
C1539163115,C49597857,650,50523.78,0.00
C1117030253,C1682998072,650,230652.43,0.00
C527353912,C99611102,651,130777.09,0.00
C135132555,C409217818,651,2935952.76,0.00
C429282035,C1318460385,651,9996886.64,0.00
C554735206,C1403855588,651,595558.89,0.00
C504273308,C1723740840,651,65494.78,0.00
C1580037772,C1784796594,652,762782.66,0.00
C1683729969,C557033420,652,2911505.23,0.00
C2073636475,C1794713001,652,740124.95,0.00
C1873532764,C205442516,652,258570.41,0.00
C1046754068,C254188443,652,92043.22,0.00
C534774470,C304432488,652,2054631.55,0.00
C1839358501,C1153377397,652,80397.86,0.00
C1563386305,C2099892089,653,940957.88,0.00
C1497766467,C543477940,653,119.65,0.00
C144389176,C631598380,653,128440.40,0.00
C652500321,C430642994,653,598426.68,0.00
C1730244452,C1093803514,654,48712.12,0.00
C296753895,C254269192,654,1290224.84,0.00
C2116089782,C1859562706,654,668595.91,0.00
C12780702,C548495641,654,114627.08,0.00
C1000036340,C1958275811,655,253648.68,0.00
C454963917,C1328313675,655,45758.71,0.00
C1608445918,C797035468,656,46291.81,0.00
C70903191,C1341550882,656,5349.74,0.00
C817947790,C1736479998,656,283121.68,0.00
C554608123,C532377290,656,9468064.05,0.00
C904749186,C1046618860,656,766257.55,0.00
C307234825,C949239257,656,110528.53,0.00
C579843849,C1006401921,656,84007.22,0.00
C890580817,C1496820416,656,494446.94,0.00
C1209540867,C1041044080,657,2429711.09,0.00
C1550289532,C1640654311,657,41428.90,0.00
C1934228765,C1515275129,657,24853.41,0.00
C178173239,C271271665,657,2333929.91,0.00
C1249125999,C435845039,657,1619313.55,0.00
C1419011226,C150488099,658,8730600.58,0.00
C465687817,C765570809,658,24522.52,0.00
C1234776614,C1827585745,658,82535.57,0.00
C1580268172,C1057362317,658,54583.71,0.00
C287805617,C2077204488,658,619824.64,0.00
C1665536946,C752144431,658,120582.86,0.00
C13225797,C600757779,658,1641792.79,0.00
C552198318,C341414106,659,1423627.83,0.00
C2035870900,C1336055115,659,1467987.57,0.00
C1316214248,C258297830,659,50577.26,0.00
C1167620756,C1180137565,659,420270.22,0.00
C1167513964,C1455896575,659,1321984.45,0.00
C402057107,C1957774921,660,14360.12,0.00
C141049972,C823707248,660,51725.86,0.00
C121156353,C142613727,660,227994.78,0.00
C226017456,C116841547,660,48516.87,0.00
C1815959102,C2020586953,660,6749.18,0.00
C675587163,C1770033069,660,619502.08,0.00
C1895081516,C849791185,661,6695070.79,0.00
C1473713823,C147889892,661,626195.24,0.00
C1058583308,C2061400193,661,10000000.00,2140888.35
C341573287,C1419097479,661,2140888.35,0.00
C151325855,C1135260060,662,1468304.35,0.00
C921534959,C509574480,663,115782.68,0.00
C2062128137,C53265363,663,473387.81,0.00
C884847984,C1136166094,663,25472.32,0.00
C1991283883,C8323511,663,803441.31,0.00
C738020926,C1822733472,663,202952.03,0.00
C843174735,C1348278201,664,7807640.17,0.00
C353441050,C1305397370,664,84771.55,0.00
C1235622131,C432129572,664,171935.25,0.00
C767878011,C205844537,664,397069.12,0.00
C1287144716,C1962276701,664,331729.06,0.00
C1605555935,C348655001,664,5652739.69,0.00
C390569231,C1354246333,664,4651.43,0.00
C2122561509,C1173885785,664,64181.21,0.00
C921483031,C279130483,664,62184.44,0.00
C1557521706,C359361897,664,639991.03,0.00
C2071265703,C1234810608,665,866712.19,0.00
C956916023,C1172004131,665,454483.23,0.00
C691812309,C469925272,665,2799902.39,0.00
C1550949725,C1977996948,665,40819.72,0.00
C1428518412,C875460350,665,290491.12,0.00
C69590839,C835899289,666,145944.80,0.00
C1846239303,C19567872,666,504362.34,0.00
C1184786020,C1519560642,666,113336.41,0.00
C1715615477,C418678558,667,161536.55,0.00
C118393699,C1077131612,667,71554.74,0.00
C684872435,C227709254,667,429257.45,0.00
C103081762,C132241183,668,307455.42,0.00
C64015154,C1744865437,668,7539165.76,0.00
C1382437370,C1002538556,668,1576531.53,0.00
C1924819365,C295800358,668,4022098.69,0.00
C485976806,C399785222,669,57658.26,0.00
C2045535389,C1440223571,669,5388834.64,0.00
C1767695983,C742240687,669,106290.68,0.00
C873843844,C1541089599,669,111033.79,0.00
C574846060,C1073035418,670,1938347.14,0.00
C316288377,C2134101004,670,1097309.24,0.00
C1689585176,C57612044,670,929106.32,0.00
C2085303535,C1010370571,670,10000000.00,2113271.99
C843436467,C645604137,670,2113271.99,0.00
C1562259675,C1017072686,670,1001446.44,0.00
C722684356,C1017361151,671,3544.76,0.00
C1388119731,C1365710126,671,188731.21,0.00
C958794947,C1433224655,671,36956.27,0.00
C1406252838,C1821499919,671,152724.32,0.00
C916267146,C1505960727,671,10000000.00,23441041.46
C475879190,C1395082788,671,10000000.00,13441041.46
C1607380762,C1683234279,671,10000000.00,3441041.46
C917414431,C1082139865,671,3441041.46,3441041.46
C1590661770,C1045739215,671,61505.06,0.00
C426878281,C1596412871,672,7218629.01,0.00
C899485739,C1469356710,672,21332.46,0.00
C2036720607,C2048695496,672,330756.72,0.00
C1526831204,C801426364,672,234787.38,0.00
C1113510889,C1359285806,673,73053.41,0.00
C7692150,C402300594,673,897875.35,0.00
C1091119024,C538971825,673,329055.47,0.00
C986606051,C175407589,673,645104.50,0.00
C779070878,C286939302,673,145067.24,0.00
C130753302,C1877166581,673,888905.27,0.00
C612277580,C1507701948,674,932922.60,0.00
C582884877,C2136467775,674,171651.70,0.00
C1001875185,C690110733,674,3288377.47,0.00
C200219666,C2086144828,674,10000000.00,6250438.78
C2029976755,C693212579,674,6250438.78,0.00
C1263270388,C1682837387,674,306505.03,0.00
C1212154134,C426812212,674,64083.54,0.00
C587426597,C1630185413,675,43440.97,0.00
C1291955358,C285979005,675,10000000.00,2772043.90
C48717380,C230089691,675,2772043.90,0.00
C99498713,C1363621822,675,1091589.88,0.00
C1599964062,C1375613207,675,950766.15,0.00
C505663484,C667256614,676,327773.15,0.00
C60690342,C1327214337,676,5016884.33,0.00
C1521869137,C377406581,676,3542716.02,0.00
C1854902187,C920320326,676,171572.06,0.00
C1709472240,C225746427,677,10000000.00,9295454.24
C1216463302,C1920599052,677,9295454.24,0.00
C1890383797,C1224355851,677,1600721.32,0.00
C964435402,C9599628,677,1136374.62,0.00
C287247787,C310163426,678,1536733.52,0.00
C483764611,C1709387951,678,194876.96,0.00
C965198261,C636887341,678,749316.70,0.00
C1168831022,C266215740,679,403274.41,0.00
C604057194,C1016011422,679,198383.80,0.00
C1921052827,C117597233,679,3150438.28,0.00
C1158825212,C643125420,680,442460.31,0.00
C916162513,C1708739,680,28399.72,0.00
